age,annual_income,monthly_expenses,savings,existing_loan,loan_amount,credit_score,investment_experience,risk_tolerance,dependents,employment_type,emergency_fund_months,investment_goal,monthly_surplus,debt_to_income_ratio,recommendation
27,2748903,93786,2094020,Yes,2490605,672,Beginner,High,0,Business,11,House,135289,0.91,Avoid Loan
58,1002655,21003,2348305,Yes,1972497,798,Beginner,Low,3,Business,2,Education,62551,1.97,Avoid Loan
58,1395800,92727,1140000,Yes,1800369,680,Expert,Medium,2,Business,10,Retirement,23589,1.29,Avoid Loan
53,1081955,30450,2222243,Yes,187994,505,Expert,Medium,2,Salaried,4,Retirement,59712,0.17,Avoid Loan
37,2359815,100840,1270978,No,0,821,Beginner,Medium,3,Self-Employed,5,Retirement,95811,0.0,Save
56,2714429,117793,1758851,Yes,1657668,698,Beginner,Medium,1,Business,4,Education,108409,0.61,Avoid Loan
55,1573790,110273,1708637,No,0,425,Beginner,High,2,Self-Employed,9,Education,20876,0.0,Avoid Loan
38,1394336,71345,679482,Yes,896476,456,Beginner,Low,3,Business,1,Retirement,44849,0.64,Avoid Loan
56,2080368,56007,1548746,Yes,657656,415,Beginner,Low,2,Salaried,9,Education,117357,0.32,Avoid Loan
58,1648654,68893,2397054,No,0,556,Expert,High,4,Salaried,5,Wealth Creation,68494,0.0,Avoid Loan
37,1417334,76139,880907,Yes,934837,521,Beginner,High,4,Business,6,House,41972,0.66,Avoid Loan
53,1066834,31848,2459329,Yes,1670708,877,Beginner,Medium,3,Salaried,5,Retirement,57054,1.57,Avoid Loan
54,731442,35976,1780730,No,0,528,Intermediate,Low,3,Self-Employed,7,Education,24977,0.0,Avoid Loan
34,2998852,87109,2286951,No,0,833,Intermediate,Medium,5,Salaried,5,Wealth Creation,162795,0.0,Save
49,1875078,108655,1325917,No,0,664,Intermediate,Low,5,Business,4,Education,47601,0.0,Save
47,2583863,44979,2115292,No,0,862,Beginner,Low,3,Salaried,7,Education,170342,0.0,Invest
47,2571507,58783,1530956,No,0,785,Beginner,Medium,5,Business,7,Retirement,155509,0.0,Invest
45,920895,52203,512758,Yes,215366,502,Expert,Medium,1,Self-Employed,4,Education,24538,0.23,Avoid Loan
35,1164577,25132,1059886,No,0,663,Beginner,Low,2,Business,9,Retirement,71916,0.0,Save
25,1894146,104090,940759,Yes,898220,576,Expert,Low,3,Business,6,Wealth Creation,53755,0.47,Avoid Loan
31,2362554,85909,2091313,No,0,668,Intermediate,Low,1,Salaried,6,Education,110970,0.0,Save
40,2066794,61717,2402512,Yes,1559263,796,Intermediate,Low,4,Self-Employed,2,Retirement,110515,0.75,Avoid Loan
59,2297622,163282,1277759,No,0,577,Intermediate,Medium,5,Salaried,5,Retirement,28186,0.0,Avoid Loan
52,1387073,53561,1748337,Yes,824474,846,Expert,Low,0,Business,2,Retirement,62028,0.59,Avoid Loan
37,1864727,81845,30507,No,0,414,Intermediate,Medium,0,Salaried,0,House,73548,0.0,Avoid Loan
25,1963848,139112,1057322,No,0,535,Beginner,Medium,5,Salaried,10,Retirement,24542,0.0,Avoid Loan
56,878400,20168,1616041,Yes,807666,723,Beginner,High,3,Salaried,11,Wealth Creation,53032,0.92,Avoid Loan
46,1175939,43237,138557,No,0,761,Intermediate,High,4,Salaried,2,Wealth Creation,54757,0.0,Save
51,2518810,184044,221099,Yes,118383,828,Intermediate,Medium,5,Business,10,Education,25856,0.05,Save
22,2262174,53761,437218,No,0,862,Beginner,Medium,5,Salaried,3,Education,134753,0.0,Save
50,677392,43968,2153343,Yes,2225510,546,Expert,Low,2,Business,10,Education,12481,3.29,Avoid Loan
54,2875300,211972,1659379,No,0,500,Intermediate,Medium,1,Self-Employed,4,Education,27636,0.0,Avoid Loan
33,1342538,23658,925485,No,0,420,Beginner,High,2,Business,8,Retirement,88220,0.0,Avoid Loan
48,2463135,122925,2340622,No,0,816,Intermediate,High,1,Salaried,2,Retirement,82336,0.0,Save
28,2126582,136025,959385,No,0,640,Beginner,Low,2,Salaried,9,House,41190,0.0,Save
36,672700,42140,1940958,Yes,2371512,433,Intermediate,High,3,Self-Employed,0,Wealth Creation,13918,3.53,Avoid Loan
41,2371044,152316,1848868,No,0,623,Beginner,High,2,Business,0,Education,45271,0.0,Save
26,2622816,178748,1793237,No,0,768,Beginner,Medium,0,Business,6,Education,39820,0.0,Invest
59,466045,30883,916693,Yes,2101156,749,Intermediate,Medium,4,Salaried,12,Education,7954,4.51,Avoid Loan
45,2401793,70783,2389404,Yes,1039542,593,Beginner,Low,2,Salaried,4,Retirement,129366,0.43,Avoid Loan
45,2907495,182079,2354634,Yes,698905,899,Beginner,High,5,Salaried,11,Wealth Creation,60212,0.24,Invest
38,887343,26596,2079706,Yes,859507,506,Intermediate,Low,4,Salaried,7,Education,47349,0.97,Avoid Loan
54,1471986,57647,1069801,No,0,395,Intermediate,Medium,2,Salaried,5,Retirement,65018,0.0,Avoid Loan
26,1200868,71235,271771,Yes,1759678,640,Intermediate,Medium,2,Self-Employed,10,Retirement,28837,1.47,Avoid Loan
59,1499945,32733,829209,No,0,595,Expert,Medium,4,Self-Employed,4,Wealth Creation,92262,0.0,Avoid Loan
25,1042830,29867,883530,No,0,405,Intermediate,Medium,5,Salaried,2,Education,57035,0.0,Avoid Loan
57,2022360,44367,1558297,No,0,586,Beginner,Low,1,Business,11,Education,124163,0.0,Avoid Loan
38,2381866,105786,1185544,Yes,360046,508,Beginner,High,0,Self-Employed,7,Education,92702,0.15,Avoid Loan
40,2827113,78611,795936,No,0,445,Beginner,Medium,1,Salaried,10,House,156981,0.0,Avoid Loan
55,1155018,27506,1166485,No,0,720,Beginner,Medium,2,Business,1,House,68745,0.0,Save
45,795266,42039,1276405,No,0,604,Expert,High,3,Business,12,Wealth Creation,24233,0.0,Save
29,2405337,77694,778313,Yes,462422,890,Expert,Low,4,Business,1,Retirement,122750,0.19,Save
28,1247028,21067,258360,No,0,568,Beginner,Low,1,Salaried,10,Retirement,82852,0.0,Avoid Loan
31,2673785,159548,436434,Yes,693081,736,Intermediate,Medium,2,Business,6,Retirement,63267,0.26,Invest
25,1177245,54640,1111174,No,0,466,Beginner,Low,5,Business,10,Wealth Creation,43463,0.0,Avoid Loan
48,2927189,193820,2446137,Yes,233922,669,Beginner,Low,5,Business,11,House,50112,0.08,Save
43,2648884,83986,818644,Yes,705391,390,Beginner,Low,3,Self-Employed,0,Retirement,136754,0.27,Avoid Loan
25,719827,27213,290952,No,0,695,Intermediate,Medium,2,Business,5,Retirement,32772,0.0,Save
56,2979904,148833,2238800,Yes,665109,737,Intermediate,Low,5,Self-Employed,10,Education,99492,0.22,Invest
58,1073359,43820,865186,Yes,311014,534,Beginner,High,0,Self-Employed,11,Wealth Creation,45626,0.29,Avoid Loan
29,2202166,21453,1002200,No,0,704,Expert,Medium,1,Salaried,11,Education,162060,0.0,Save
39,1038049,62096,252114,No,0,369,Beginner,Medium,4,Self-Employed,5,Retirement,24408,0.0,Avoid Loan
25,2872489,44280,1747429,Yes,762798,760,Beginner,Low,1,Business,11,Wealth Creation,195094,0.27,Invest
36,1883013,28391,2416143,No,0,371,Expert,Medium,3,Self-Employed,2,Wealth Creation,128526,0.0,Avoid Loan
39,915268,50366,490632,No,0,695,Beginner,High,4,Business,2,Education,25906,0.0,Save
57,1363937,83732,1742107,No,0,869,Beginner,Low,3,Self-Employed,3,House,29929,0.0,Save
56,936505,65581,1108856,No,0,393,Beginner,Medium,5,Business,1,House,12461,0.0,Avoid Loan
50,269966,17491,1112980,No,0,856,Beginner,Medium,3,Business,9,Education,5006,0.0,Save
24,2335040,133412,1868056,Yes,178294,727,Beginner,Low,4,Self-Employed,8,Retirement,61174,0.08,Invest
43,1893798,74245,2094626,No,0,402,Beginner,High,0,Self-Employed,3,Retirement,83571,0.0,Avoid Loan
35,2317286,23043,38180,No,0,726,Beginner,Medium,2,Business,10,Wealth Creation,170064,0.0,Avoid Loan
54,2895246,147227,1157596,No,0,582,Beginner,Low,0,Salaried,5,Education,94043,0.0,Avoid Loan
53,2006684,118205,663407,No,0,882,Intermediate,High,4,Self-Employed,6,Wealth Creation,49018,0.0,Invest
45,252828,16553,2104098,Yes,385572,395,Beginner,Medium,4,Salaried,12,Retirement,4516,1.53,Avoid Loan
45,957693,24690,1775054,No,0,517,Beginner,Low,2,Salaried,11,Education,55117,0.0,Avoid Loan
37,522707,37581,1063339,Yes,461914,849,Intermediate,Low,4,Self-Employed,3,Wealth Creation,5977,0.88,Avoid Loan
49,2840909,36273,718563,Yes,601419,364,Beginner,Low,2,Salaried,9,Wealth Creation,200469,0.21,Avoid Loan
30,1491011,67064,569532,No,0,536,Expert,Low,1,Self-Employed,10,House,57186,0.0,Avoid Loan
55,730339,39131,114090,No,0,698,Beginner,High,2,Salaried,6,Education,21730,0.0,Save
50,2567368,50875,805666,No,0,613,Expert,Low,3,Self-Employed,9,House,163072,0.0,Save
26,2015244,61146,568976,No,0,408,Beginner,Medium,2,Self-Employed,7,Retirement,106791,0.0,Avoid Loan
26,277519,18501,235971,No,0,462,Intermediate,Medium,2,Salaried,3,House,4625,0.0,Avoid Loan
21,2609408,162204,732945,No,0,645,Intermediate,Low,3,Self-Employed,6,Retirement,55246,0.0,Save
26,688099,44888,1458710,No,0,652,Intermediate,High,0,Self-Employed,5,House,12453,0.0,Save
34,2252520,68775,2473953,No,0,759,Beginner,Low,0,Self-Employed,8,Wealth Creation,118935,0.0,Invest
41,564275,23391,2415548,Yes,1113155,573,Intermediate,Low,5,Salaried,7,House,23631,1.97,Avoid Loan
50,687548,18649,592721,No,0,561,Intermediate,High,4,Business,9,Retirement,38646,0.0,Avoid Loan
25,974395,64650,898113,No,0,437,Beginner,Medium,0,Salaried,10,House,16549,0.0,Avoid Loan
48,565334,21800,1670170,No,0,516,Intermediate,Low,5,Salaried,11,Retirement,25311,0.0,Avoid Loan
26,2229337,163335,641798,No,0,510,Beginner,High,3,Self-Employed,3,Retirement,22443,0.0,Avoid Loan
54,1130431,69793,2484387,No,0,376,Intermediate,Low,0,Business,1,Education,24409,0.0,Avoid Loan
34,2158634,122856,1011412,No,0,616,Expert,Medium,1,Salaried,12,Wealth Creation,57030,0.0,Save
21,582309,35718,921648,Yes,75115,415,Intermediate,Low,5,Business,9,House,12807,0.13,Avoid Loan
21,957677,49594,2202880,No,0,781,Beginner,High,4,Salaried,1,Wealth Creation,30212,0.0,Save
36,2696110,74892,1246959,Yes,1803467,382,Beginner,Low,2,Self-Employed,3,House,149783,0.67,Avoid Loan
44,2927890,109517,1503246,No,0,794,Beginner,Low,3,Business,7,Wealth Creation,134473,0.0,Invest
23,942885,35131,535630,Yes,1645722,528,Expert,Low,5,Business,12,Education,43442,1.75,Avoid Loan
57,2832148,188495,78193,Yes,1077304,639,Expert,Medium,3,Self-Employed,2,Education,47517,0.38,Save
60,1568985,101291,1911496,No,0,561,Beginner,Low,4,Self-Employed,5,Retirement,29457,0.0,Avoid Loan
49,2371020,27471,2239217,Yes,1005948,512,Beginner,Medium,1,Salaried,11,House,170114,0.42,Avoid Loan
55,1341968,90125,2101184,No,0,585,Intermediate,Low,3,Self-Employed,1,Education,21705,0.0,Avoid Loan
28,2855193,92786,1967784,Yes,935747,881,Beginner,High,0,Business,11,Wealth Creation,145146,0.33,Save
40,2907909,177819,1727303,Yes,490004,383,Beginner,Low,1,Salaried,10,Retirement,64506,0.17,Avoid Loan
23,1909711,51415,432172,Yes,2274721,883,Intermediate,Low,2,Salaried,9,Education,107727,1.19,Avoid Loan
43,2770145,185752,1066368,No,0,474,Beginner,Medium,1,Salaried,4,Wealth Creation,45093,0.0,Avoid Loan
59,2338682,101729,1509452,Yes,332801,495,Intermediate,High,0,Business,5,House,93161,0.14,Avoid Loan
53,1052910,57631,1767068,No,0,497,Intermediate,Medium,3,Self-Employed,4,Retirement,30111,0.0,Avoid Loan
32,1057179,71959,1520885,No,0,672,Beginner,Low,4,Self-Employed,10,Retirement,16139,0.0,Save
54,2402706,24239,1787602,Yes,2427812,767,Beginner,Medium,3,Self-Employed,1,Education,175986,1.01,Avoid Loan
43,1003388,54297,1416898,Yes,79724,757,Beginner,Medium,2,Business,6,House,29318,0.08,Invest
38,1036800,32981,1712105,No,0,748,Expert,Medium,2,Business,4,Retirement,53419,0.0,Save
56,401527,25553,762432,Yes,776543,503,Intermediate,Medium,0,Salaried,8,Wealth Creation,7907,1.93,Avoid Loan
39,616668,42344,74342,No,0,562,Beginner,Low,4,Self-Employed,11,Retirement,9045,0.0,Avoid Loan
30,1518621,45125,383182,No,0,772,Intermediate,Medium,4,Self-Employed,6,Wealth Creation,81426,0.0,Invest
29,2394475,31605,832530,No,0,448,Beginner,Low,1,Business,2,House,167934,0.0,Avoid Loan
37,1161802,44292,977140,Yes,63417,612,Intermediate,Low,2,Self-Employed,3,Wealth Creation,52524,0.05,Save
21,2913150,124242,1090989,Yes,641180,494,Expert,Medium,0,Self-Employed,6,Retirement,118520,0.22,Avoid Loan
23,2637313,98085,383633,Yes,934787,806,Intermediate,Medium,0,Self-Employed,7,Retirement,121691,0.35,Save
32,2831779,164609,2084985,No,0,890,Beginner,Medium,1,Self-Employed,9,House,71372,0.0,Invest
59,322183,23955,1673192,Yes,1522462,834,Beginner,Medium,1,Business,12,House,2893,4.73,Avoid Loan
22,656326,35515,1889039,No,0,835,Beginner,Low,2,Self-Employed,5,Education,19178,0.0,Save
21,1808854,72337,541627,Yes,2385555,396,Beginner,High,1,Salaried,9,House,78400,1.32,Avoid Loan
25,1461838,61268,136671,No,0,687,Intermediate,Medium,2,Self-Employed,0,Education,60551,0.0,Save
57,843977,17175,367362,No,0,584,Beginner,Low,4,Self-Employed,12,House,53156,0.0,Avoid Loan
21,2391842,66848,2333522,Yes,1331151,833,Beginner,High,3,Salaried,4,Retirement,132472,0.56,Avoid Loan
41,2888523,72876,1598555,Yes,359717,790,Intermediate,High,2,Business,1,House,167834,0.12,Save
26,972524,15026,1405379,No,0,647,Beginner,Low,4,Self-Employed,1,Education,66017,0.0,Save
29,2212571,26400,1085040,No,0,438,Intermediate,Low,2,Salaried,6,Retirement,157980,0.0,Avoid Loan
29,2320042,80989,1467937,No,0,387,Beginner,Medium,4,Business,10,Wealth Creation,112347,0.0,Avoid Loan
58,1365567,31447,2203324,Yes,1750073,633,Expert,High,4,Business,6,Retirement,82350,1.28,Avoid Loan
49,2510810,21487,1731093,Yes,820589,821,Intermediate,Medium,0,Business,11,Retirement,187747,0.33,Save
52,631119,25820,146971,No,0,783,Expert,Medium,3,Business,7,House,26773,0.0,Save
39,609474,15589,2361213,No,0,551,Beginner,Low,5,Salaried,6,House,35200,0.0,Avoid Loan
31,2268313,21489,693088,Yes,2330986,640,Beginner,High,3,Self-Employed,3,House,167537,1.03,Avoid Loan
36,1835917,127673,797524,Yes,2394062,394,Beginner,High,2,Self-Employed,2,Wealth Creation,25320,1.3,Avoid Loan
24,2078281,99203,1016557,Yes,1548520,424,Beginner,Medium,2,Self-Employed,8,Retirement,73987,0.75,Avoid Loan
44,1127036,66335,944362,No,0,614,Intermediate,Low,0,Self-Employed,5,Retirement,27584,0.0,Save
32,374167,22138,2464803,No,0,361,Beginner,Medium,0,Self-Employed,3,Retirement,9042,0.0,Avoid Loan
60,879584,21838,2039752,No,0,545,Intermediate,Medium,1,Salaried,3,Education,51460,0.0,Avoid Loan
25,1147788,80219,1406848,Yes,1886153,665,Expert,Low,3,Salaried,9,Education,15430,1.64,Avoid Loan
28,586008,28399,1169553,No,0,671,Beginner,Medium,0,Self-Employed,11,Education,20435,0.0,Save
60,2581788,131585,1529376,Yes,1336013,569,Expert,Medium,0,Self-Employed,5,House,83564,0.52,Avoid Loan
60,2560811,117192,2284476,Yes,976939,555,Intermediate,Low,3,Salaried,1,Wealth Creation,96208,0.38,Avoid Loan
30,1779957,31198,967021,Yes,713578,816,Intermediate,Medium,0,Business,0,House,117131,0.4,Save
30,1124548,63784,1249330,Yes,406029,592,Beginner,High,4,Self-Employed,9,Retirement,29928,0.36,Avoid Loan
26,917780,44258,1825825,No,0,819,Intermediate,High,2,Business,0,Wealth Creation,32223,0.0,Save
28,2208675,159352,745986,Yes,429575,536,Expert,Medium,2,Salaried,10,Education,24704,0.19,Avoid Loan
43,1704302,49898,2471532,No,0,807,Intermediate,Low,3,Salaried,6,Wealth Creation,92127,0.0,Invest
30,2648572,63718,407245,Yes,1613436,481,Beginner,Low,0,Business,8,Wealth Creation,156996,0.61,Avoid Loan
47,1440871,28500,2248055,No,0,846,Beginner,Low,1,Self-Employed,6,Wealth Creation,91572,0.0,Invest
44,1719171,116839,1956322,Yes,242619,869,Beginner,Low,3,Self-Employed,7,Education,26425,0.14,Invest
33,2860185,71551,669775,Yes,1809840,711,Beginner,Medium,2,Self-Employed,0,Wealth Creation,166797,0.63,Avoid Loan
46,2942451,41198,1239332,No,0,528,Beginner,High,3,Self-Employed,11,Education,204006,0.0,Avoid Loan
21,2788830,170556,1120282,Yes,2067185,463,Beginner,Medium,3,Self-Employed,5,House,61846,0.74,Avoid Loan
23,2680639,101023,277858,No,0,519,Expert,Low,3,Business,10,Retirement,122363,0.0,Avoid Loan
50,1639110,37505,477811,No,0,445,Expert,High,2,Salaried,1,Wealth Creation,99087,0.0,Avoid Loan
24,2444145,122141,727537,No,0,462,Intermediate,Medium,3,Self-Employed,11,Wealth Creation,81537,0.0,Avoid Loan
35,543763,32325,2493432,Yes,1911858,366,Beginner,Medium,3,Self-Employed,3,Wealth Creation,12988,3.52,Avoid Loan
57,1450395,87765,1504738,Yes,809072,768,Intermediate,Low,1,Self-Employed,2,Education,33101,0.56,Avoid Loan
51,1450334,26119,1346057,No,0,436,Intermediate,High,0,Salaried,4,Wealth Creation,94742,0.0,Avoid Loan
31,1431313,20743,1454405,Yes,1966902,730,Beginner,Medium,4,Salaried,11,Education,98533,1.37,Avoid Loan
50,280307,16062,2306198,Yes,150537,408,Expert,Medium,3,Salaried,12,Wealth Creation,7296,0.54,Avoid Loan
54,2507501,117603,1187274,No,0,727,Beginner,Low,2,Salaried,5,Retirement,91355,0.0,Save
60,1904087,108454,918833,No,0,728,Beginner,Medium,5,Self-Employed,2,House,50219,0.0,Save
29,1582839,48843,2167105,No,0,842,Intermediate,Low,5,Business,8,Wealth Creation,83060,0.0,Invest
26,398653,15329,2030732,No,0,702,Intermediate,High,1,Self-Employed,10,Retirement,17892,0.0,Save
36,1474745,71107,549926,Yes,1299921,859,Beginner,Medium,2,Self-Employed,3,House,51788,0.88,Avoid Loan
54,2489077,119403,514015,No,0,873,Expert,Medium,3,Salaried,7,House,88020,0.0,Invest
52,462698,31871,1920126,No,0,394,Beginner,Low,2,Salaried,2,Retirement,6687,0.0,Avoid Loan
56,1073320,34598,1761201,Yes,537920,552,Beginner,Low,2,Self-Employed,2,Retirement,54845,0.5,Avoid Loan
24,2497601,32514,1414926,No,0,785,Beginner,Low,4,Business,2,Wealth Creation,175619,0.0,Save
42,680477,47806,1347029,No,0,588,Beginner,High,0,Self-Employed,12,Education,8900,0.0,Avoid Loan
47,1130750,32810,710497,No,0,408,Expert,Low,3,Business,1,Wealth Creation,61419,0.0,Avoid Loan
36,2743552,142768,267983,No,0,768,Expert,Medium,5,Business,12,Education,85861,0.0,Save
51,2460754,166597,1369570,No,0,472,Beginner,Low,3,Salaried,6,Wealth Creation,38465,0.0,Avoid Loan
46,507958,26008,598324,Yes,1515873,730,Beginner,Low,0,Salaried,3,Education,16321,2.98,Avoid Loan
43,2360450,36852,1549965,No,0,662,Intermediate,High,2,Salaried,6,Retirement,159852,0.0,Save
50,893905,46032,2404472,Yes,2146254,876,Beginner,High,3,Salaried,0,Retirement,28460,2.4,Avoid Loan
51,2826700,175173,172144,No,0,405,Beginner,Medium,4,Business,6,Education,60385,0.0,Avoid Loan
55,268533,15730,1903162,Yes,752145,600,Beginner,Low,4,Salaried,12,Retirement,6647,2.8,Avoid Loan
41,2576196,33409,1547026,No,0,414,Beginner,Low,3,Salaried,6,Wealth Creation,181274,0.0,Avoid Loan
24,1304135,23589,1903823,Yes,2362847,585,Beginner,Medium,1,Self-Employed,3,Education,85088,1.81,Avoid Loan
36,2516673,145007,1654833,Yes,1785231,393,Beginner,High,5,Business,3,Wealth Creation,64715,0.71,Avoid Loan
41,1471097,63654,515917,No,0,709,Beginner,Low,1,Self-Employed,3,Education,58937,0.0,Save
34,711832,28686,249919,No,0,862,Intermediate,High,3,Business,3,House,30633,0.0,Save
27,2768820,143717,1386564,Yes,2063898,453,Intermediate,Medium,0,Self-Employed,2,Wealth Creation,87018,0.75,Avoid Loan
45,364496,25620,1894755,No,0,580,Expert,Low,3,Self-Employed,8,Wealth Creation,4754,0.0,Avoid Loan
37,766015,22836,70934,Yes,1311512,547,Intermediate,High,3,Salaried,11,Retirement,40998,1.71,Avoid Loan
38,2541959,79597,374704,Yes,1506163,866,Intermediate,Medium,0,Business,3,Education,132232,0.59,Avoid Loan
41,2812618,199893,764108,No,0,377,Beginner,Low,3,Business,6,Retirement,34491,0.0,Avoid Loan
38,2358138,129562,42570,Yes,554453,769,Beginner,Low,3,Salaried,9,Retirement,66949,0.24,Avoid Loan
56,1890636,79961,2460196,No,0,727,Intermediate,Medium,2,Salaried,5,Education,77592,0.0,Save
32,2111125,132266,1741437,Yes,701124,524,Beginner,Medium,0,Self-Employed,7,House,43661,0.33,Avoid Loan
60,1460212,108419,1865709,Yes,1822402,584,Beginner,Medium,3,Self-Employed,5,Education,13265,1.25,Avoid Loan
23,2937478,173949,442830,No,0,427,Intermediate,Low,5,Self-Employed,0,House,70840,0.0,Avoid Loan
44,1070387,37254,1528206,No,0,601,Expert,Low,4,Business,6,House,51944,0.0,Save
25,2441915,99333,1607635,Yes,637787,853,Intermediate,Medium,1,Self-Employed,3,Retirement,104159,0.26,Save
23,1564778,81445,2032991,Yes,1469077,699,Beginner,Low,1,Business,8,Retirement,48953,0.94,Avoid Loan
53,1185972,31914,1168994,No,0,366,Intermediate,Low,3,Self-Employed,7,House,66917,0.0,Avoid Loan
48,1764939,92554,886859,No,0,522,Intermediate,Low,0,Self-Employed,11,Wealth Creation,54524,0.0,Avoid Loan
44,2534576,159468,1323248,Yes,426522,481,Expert,High,4,Business,9,Wealth Creation,51746,0.17,Avoid Loan
30,1677538,26099,1921332,No,0,674,Beginner,Medium,1,Salaried,10,Education,113695,0.0,Save
25,1937589,48388,1186752,No,0,741,Intermediate,Low,1,Business,9,Wealth Creation,113077,0.0,Invest
60,724016,37373,1515399,No,0,798,Beginner,Low,5,Salaried,12,Education,22961,0.0,Save
47,707810,36416,2126537,No,0,401,Beginner,Low,5,Business,9,Education,22568,0.0,Avoid Loan
51,386558,15577,912587,No,0,748,Expert,Low,3,Self-Employed,0,Education,16636,0.0,Save
42,715254,31968,2417926,Yes,2454959,604,Beginner,Medium,5,Business,0,Wealth Creation,27636,3.43,Avoid Loan
30,2497700,27121,1095599,No,0,449,Beginner,Medium,5,Self-Employed,5,Education,181020,0.0,Avoid Loan
58,928072,44536,523163,Yes,919940,558,Expert,Medium,4,Self-Employed,2,Education,32803,0.99,Avoid Loan
53,2402528,56785,1193539,No,0,457,Beginner,Medium,1,Business,5,House,143425,0.0,Avoid Loan
52,2743673,25919,989487,Yes,1725604,668,Expert,Medium,5,Salaried,4,Education,202720,0.63,Avoid Loan
